,symboling,normalized-losses,wheel-base,length,width,height,curb-weight,engine-size,compression-ratio,city-mpg,highway-mpg,price,bore,stroke,horsepower,peak-rpm,avg_mpg,fuel-consumption,engine-size-per-weight,power-to-weight
155,0,91.0,95.7,166.3,64.4,52.8,2275,110,22.5,38,47,7788,3.27,3.35,56.0,4500.0,42.5,0.023529411764705882,0.04835164835164835,0.024615384615384615
156,0,91.0,95.7,166.3,64.4,53.0,2094,98,9.0,38,47,7738,3.19,3.03,70.0,4800.0,42.5,0.023529411764705882,0.04680038204393505,0.033428844317096466
157,0,91.0,95.7,166.3,64.4,52.8,2122,98,9.0,28,34,8358,3.19,3.03,70.0,4800.0,31.0,0.03225806451612903,0.046182846371347785,0.03298774740810556
158,0,91.0,95.7,166.3,64.4,52.8,2140,98,9.0,28,34,9258,3.19,3.03,70.0,4800.0,31.0,0.03225806451612903,0.04579439252336449,0.03271028037383177
159,1,168.0,94.5,168.7,64.0,52.6,2169,98,9.0,29,34,8058,3.19,3.03,70.0,4800.0,31.5,0.031746031746031744,0.045182111572153065,0.03227293683725219
160,1,168.0,94.5,168.7,64.0,52.6,2204,98,9.0,29,34,8238,3.19,3.03,70.0,4800.0,31.5,0.031746031746031744,0.04446460980036298,0.03176043557168784
161,1,168.0,94.5,168.7,64.0,52.6,2265,98,9.4,26,29,9298,3.24,3.08,112.0,6600.0,27.5,0.03636363636363636,0.04326710816777042,0.04944812362030905
162,1,168.0,94.5,168.7,64.0,52.6,2300,98,9.4,26,29,9538,3.24,3.08,112.0,6600.0,27.5,0.03636363636363636,0.042608695652173914,0.04869565217391304
163,2,134.0,98.4,176.2,65.6,52.0,2540,146,9.3,24,30,8449,3.62,3.5,116.0,4800.0,27.0,0.037037037037037035,0.05748031496062992,0.04566929133858268
164,2,134.0,98.4,176.2,65.6,52.0,2536,146,9.3,24,30,9639,3.62,3.5,116.0,4800.0,27.0,0.037037037037037035,0.057570977917981075,0.04574132492113565
165,2,134.0,98.4,176.2,65.6,52.0,2551,146,9.3,24,30,9989,3.62,3.5,116.0,4800.0,27.0,0.037037037037037035,0.057232457859662876,0.04547236377891023
166,2,134.0,98.4,176.2,65.6,52.0,2679,146,9.3,24,30,11199,3.62,3.5,116.0,4800.0,27.0,0.037037037037037035,0.05449794699514744,0.04329973870847331
167,2,134.0,98.4,176.2,65.6,52.0,2714,146,9.3,24,30,11549,3.62,3.5,116.0,4800.0,27.0,0.037037037037037035,0.05379513633014001,0.04274134119380987
168,2,134.0,98.4,176.2,65.6,53.0,2975,146,9.3,24,30,17669,3.62,3.5,116.0,4800.0,27.0,0.037037037037037035,0.04907563025210084,0.038991596638655465
169,-1,65.0,102.4,175.6,66.5,54.9,2326,122,8.7,29,34,8948,3.31,3.54,92.0,4200.0,31.5,0.031746031746031744,0.052450558899398106,0.03955288048151333
170,-1,65.0,102.4,175.6,66.5,54.9,2480,110,22.5,30,33,10698,3.27,3.35,73.0,4500.0,31.5,0.031746031746031744,0.04435483870967742,0.02943548387096774
171,-1,65.0,102.4,175.6,66.5,53.9,2414,122,8.7,27,32,9988,3.31,3.54,92.0,4200.0,29.5,0.03389830508474576,0.050538525269262634,0.03811101905550953
172,-1,65.0,102.4,175.6,66.5,54.9,2414,122,8.7,27,32,10898,3.31,3.54,92.0,4200.0,29.5,0.03389830508474576,0.050538525269262634,0.03811101905550953
173,-1,65.0,102.4,175.6,66.5,53.9,2458,122,8.7,27,32,11248,3.31,3.54,92.0,4200.0,29.5,0.03389830508474576,0.04963384865744508,0.03742880390561432
174,3,197.0,102.9,183.5,67.7,52.0,2976,171,9.3,20,24,16558,3.27,3.35,161.0,5200.0,22.0,0.045454545454545456,0.057459677419354836,0.0540994623655914
175,3,197.0,102.9,183.5,67.7,52.0,3016,171,9.3,19,24,15998,3.27,3.35,161.0,5200.0,21.5,0.046511627906976744,0.05669761273209549,0.05338196286472149
176,-1,90.0,104.5,187.8,66.5,54.1,3131,171,9.2,20,24,15690,3.27,3.35,156.0,5200.0,22.0,0.045454545454545456,0.05461513893324817,0.049824337272436924
177,-1,121.83636363636364,104.5,187.8,66.5,54.1,3151,161,9.2,19,24,15750,3.27,3.35,156.0,5200.0,21.5,0.046511627906976744,0.051094890510948905,0.04950809266899397
178,2,122.0,97.3,171.7,65.5,55.7,2261,97,23.0,37,46,7775,3.01,3.4,52.0,4800.0,41.5,0.024096385542168676,0.04290137107474569,0.022998673153471916
179,2,122.0,97.3,171.7,65.5,55.7,2209,109,9.0,27,34,7975,3.19,3.4,85.0,5250.0,30.5,0.03278688524590164,0.04934359438660027,0.03847894975101856
180,2,94.0,97.3,171.7,65.5,55.7,2264,97,23.0,37,46,7995,3.01,3.4,52.0,4800.0,41.5,0.024096385542168676,0.04284452296819788,0.022968197879858657
181,2,94.0,97.3,171.7,65.5,55.7,2212,109,9.0,27,34,8195,3.19,3.4,85.0,5250.0,30.5,0.03278688524590164,0.049276672694394216,0.03842676311030741
182,2,94.0,97.3,171.7,65.5,55.7,2275,109,9.0,27,34,8495,3.19,3.4,85.0,5250.0,30.5,0.03278688524590164,0.04791208791208791,0.03736263736263736
183,2,94.0,97.3,171.7,65.5,55.7,2319,97,23.0,37,42,9495,3.01,3.4,68.0,4500.0,39.5,0.02531645569620253,0.041828374299266925,0.029322984044846918
184,2,94.0,97.3,171.7,65.5,55.7,2300,109,10.0,26,32,9995,3.19,3.4,100.0,5500.0,29.0,0.034482758620689655,0.04739130434782609,0.043478260869565216
185,3,121.83636363636364,94.5,159.3,64.2,55.6,2254,109,8.5,24,29,11595,3.19,3.4,90.0,5500.0,26.5,0.03773584905660377,0.04835847382431233,0.03992901508429459
186,3,256.0,94.5,165.7,64.0,51.4,2221,109,8.5,24,29,9980,3.19,3.4,90.0,5500.0,26.5,0.03773584905660377,0.04907699234579019,0.040522287257991896
187,0,121.83636363636364,100.4,180.2,66.9,55.1,2661,136,8.5,19,24,13295,3.19,3.4,110.0,5500.0,21.5,0.046511627906976744,0.051108605787298006,0.04133784291619692
188,0,121.83636363636364,100.4,180.2,66.9,55.1,2579,97,23.0,33,38,13845,3.01,3.4,68.0,4500.0,35.5,0.028169014084507043,0.03761147731678945,0.026366808840635907
189,0,121.83636363636364,100.4,183.1,66.9,55.1,2563,109,9.0,25,31,12290,3.19,3.4,88.0,5500.0,28.0,0.03571428571428571,0.0425282871634803,0.034334763948497854
190,-2,103.0,104.3,188.8,67.2,56.2,2912,141,9.5,23,28,12940,3.78,3.15,114.0,5400.0,25.5,0.0392156862745098,0.04842032967032967,0.03914835164835165
191,-1,74.0,104.3,188.8,67.2,57.5,3034,141,9.5,23,28,13415,3.78,3.15,114.0,5400.0,25.5,0.0392156862745098,0.046473302570863545,0.037574159525379035
192,-2,103.0,104.3,188.8,67.2,56.2,2935,141,9.5,24,28,15985,3.78,3.15,114.0,5400.0,26.0,0.038461538461538464,0.048040885860306644,0.03884156729131175
193,-1,74.0,104.3,188.8,67.2,57.5,3042,141,9.5,24,28,16515,3.78,3.15,114.0,5400.0,26.0,0.038461538461538464,0.046351084812623275,0.03747534516765286
194,-2,103.0,104.3,188.8,67.2,56.2,3045,130,7.5,17,22,18420,3.62,3.15,162.0,5100.0,19.5,0.05128205128205128,0.042692939244663386,0.053201970443349754
195,-1,74.0,104.3,188.8,67.2,57.5,3157,130,7.5,17,22,18950,3.62,3.15,162.0,5100.0,19.5,0.05128205128205128,0.04117833386126069,0.05131453911941717
196,-1,95.0,109.1,188.8,68.9,55.5,2952,141,9.5,23,28,16845,3.78,3.15,114.0,5400.0,25.5,0.0392156862745098,0.047764227642276426,0.03861788617886179
197,-1,95.0,109.1,188.8,68.8,55.5,3049,141,8.7,19,25,19045,3.78,3.15,160.0,5300.0,22.0,0.045454545454545456,0.046244670383732374,0.05247622171203673
198,-1,95.0,109.1,188.8,68.9,55.5,3012,173,8.8,18,23,21485,3.58,2.87,134.0,5500.0,20.5,0.04878048780487805,0.05743691899070385,0.04448871181938911
199,-1,95.0,109.1,188.8,68.9,55.5,3217,145,23.0,26,27,22470,3.01,3.4,106.0,4800.0,26.5,0.03773584905660377,0.04507304942493006,0.032949953372707494
200,-1,95.0,109.1,188.8,68.9,55.5,3062,141,9.5,19,25,22625,3.78,3.15,114.0,5400.0,22.0,0.045454545454545456,0.04604833442194644,0.037230568256041804
201,-1,95.0,109.1,188.8,68.9,55.5,3062,141,9.5,19,25,22625,3.78,3.15,114.0,5400.0,22.0,0.045454545454545456,0.04604833442194644,0.037230568256041804
